Action/Adventure,Anime,Comedy,Documentary,Drama,Family and Kids,Fantasy,Horror,Musical,Romance,Science Fiction,Thriller
4.0,3.61,3.71,3.71,3.88,4.25,3.25,4.0,2.5,4.0,4.0,5.0
